Year,Installation,Source,PLOT,TREE,Seedlot,Replication,Metric,Management,Defect,Value
2022,HOODOO,Woods run,2,179,2N39E30,R8,HEIGHT GROWTH (CM),None,None,4
2022,HOODOO,Woods run,2,182,2N39E30,R9,HEIGHT GROWTH (CM),Major,Rodent,0
2022,HOODOO,Woods run,2,199,2N39E30,R10,HEIGHT GROWTH (CM),None,None,13
2022,HOODOO,Woods run,2,103,34-78,R1,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Woods run,2,118,34-78,R2,HEIGHT GROWTH (CM),None,None,8
2022,HOODOO,Woods run,2,123,34-78,R3,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Woods run,2,138,34-78,R4,HEIGHT GROWTH (CM),None,None,13
2022,HOODOO,Woods run,2,143,34-78,R5,HEIGHT GROWTH (CM),Major,Unhealthy,0
2022,HOODOO,Woods run,2,158,34-78,R6,HEIGHT GROWTH (CM),None,None,8
2022,HOODOO,Woods run,2,163,34-78,R7,HEIGHT GROWTH (CM),Major,Rodent,0
2022,HOODOO,Woods run,2,178,34-78,R8,HEIGHT GROWTH (CM),None,None,15
2022,HOODOO,Woods run,2,183,34-78,R9,HEIGHT GROWTH (CM),None,None,18
2022,HOODOO,Woods run,2,198,34-78,R10,HEIGHT GROWTH (CM),None,None,16
2022,HOODOO,Woods run,2,110,3N41E36,R1,HEIGHT GROWTH (CM),Major,Unhealthy,0
2022,HOODOO,Woods run,2,111,3N41E36,R2,HEIGHT GROWTH (CM),Major,Unhealthy,0
2022,HOODOO,Woods run,2,130,3N41E36,R3,HEIGHT GROWTH (CM),Major,Rodent,-14
2022,HOODOO,Woods run,2,131,3N41E36,R4,HEIGHT GROWTH (CM),Dead,Rodent,
2022,HOODOO,Woods run,2,150,3N41E36,R5,HEIGHT GROWTH (CM),None,None,8
2022,HOODOO,Woods run,2,151,3N41E36,R6,HEIGHT GROWTH (CM),None,None,12
2022,HOODOO,Woods run,2,170,3N41E36,R7,HEIGHT GROWTH (CM),None,None,6
2022,HOODOO,Woods run,2,171,3N41E36,R8,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Woods run,2,190,3N41E36,R9,HEIGHT GROWTH (CM),None,None,6
2022,HOODOO,Woods run,2,191,3N41E36,R10,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Woods run,2,107,97-61,R1,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Woods run,2,114,97-61,R2,HEIGHT GROWTH (CM),None,None,12
2022,HOODOO,Woods run,2,127,97-61,R3,HEIGHT GROWTH (CM),None,None,13
2022,HOODOO,Woods run,2,134,97-61,R4,HEIGHT GROWTH (CM),None,None,12
2022,HOODOO,Woods run,2,147,97-61,R5,HEIGHT GROWTH (CM),None,None,7
2022,HOODOO,Woods run,2,154,97-61,R6,HEIGHT GROWTH (CM),None,None,5
2022,HOODOO,Woods run,2,167,97-61,R7,HEIGHT GROWTH (CM),None,None,12
2022,HOODOO,Woods run,2,174,97-61,R8,HEIGHT GROWTH (CM),None,None,14
2022,HOODOO,Woods run,2,187,97-61,R9,HEIGHT GROWTH (CM),None,None,12
2022,HOODOO,Woods run,2,194,97-61,R10,HEIGHT GROWTH (CM),None,None,13
2022,HOODOO,Woods run,2,108,97-72,R1,HEIGHT GROWTH (CM),None,None,6
2022,HOODOO,Woods run,2,113,97-72,R2,HEIGHT GROWTH (CM),None,None,5
2022,HOODOO,Woods run,2,128,97-72,R3,HEIGHT GROWTH (CM),Major,Rodent,0
2022,HOODOO,Woods run,2,133,97-72,R4,HEIGHT GROWTH (CM),Dead,Rodent,
2022,HOODOO,Woods run,2,148,97-72,R5,HEIGHT GROWTH (CM),Major,Rodent,0
2022,HOODOO,Woods run,2,153,97-72,R6,HEIGHT GROWTH (CM),Major,Rodent,0
2022,HOODOO,Woods run,2,168,97-72,R7,HEIGHT GROWTH (CM),Dead,Rodent,
2022,HOODOO,Woods run,2,173,97-72,R8,HEIGHT GROWTH (CM),None,None,8
2022,HOODOO,Woods run,2,188,97-72,R9,HEIGHT GROWTH (CM),None,None,11
2022,HOODOO,Woods run,2,193,97-72,R10,HEIGHT GROWTH (CM),Major,Rodent,0
2022,HOODOO,Woods run,2,109,HANGMAN,R1,HEIGHT GROWTH (CM),Major,Unhealthy,0
2022,HOODOO,Woods run,2,112,HANGMAN,R2,HEIGHT GROWTH (CM),Dead,Rodent,
2022,HOODOO,Woods run,2,129,HANGMAN,R3,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Woods run,2,132,HANGMAN,R4,HEIGHT GROWTH (CM),Dead,Rodent,
2022,HOODOO,Woods run,2,149,HANGMAN,R5,HEIGHT GROWTH (CM),Dead,Rodent,
2022,HOODOO,Woods run,2,152,HANGMAN,R6,HEIGHT GROWTH (CM),Major,Rodent,0
2022,HOODOO,Woods run,2,169,HANGMAN,R7,HEIGHT GROWTH (CM),None,None,11
2022,HOODOO,Woods run,2,172,HANGMAN,R8,HEIGHT GROWTH (CM),None,None,12
2022,HOODOO,Woods run,2,189,HANGMAN,R9,HEIGHT GROWTH (CM),None,None,7
2022,HOODOO,Woods run,2,192,HANGMAN,R10,HEIGHT GROWTH (CM),None,None,11
2022,HOODOO,Woods run,2,106,S028,R1,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Woods run,2,115,S028,R2,HEIGHT GROWTH (CM),None,None,8
2022,HOODOO,Woods run,2,126,S028,R3,HEIGHT GROWTH (CM),None,None,8
2022,HOODOO,Woods run,2,135,S028,R4,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Woods run,2,146,S028,R5,HEIGHT GROWTH (CM),None,None,8
2022,HOODOO,Woods run,2,155,S028,R6,HEIGHT GROWTH (CM),None,None,7
2022,HOODOO,Woods run,2,166,S028,R7,HEIGHT GROWTH (CM),Major,Rodent,0
2022,HOODOO,Woods run,2,175,S028,R8,HEIGHT GROWTH (CM),Dead,Rodent,
2022,HOODOO,Woods run,2,186,S028,R9,HEIGHT GROWTH (CM),None,None,11
2022,HOODOO,Woods run,2,195,S028,R10,HEIGHT GROWTH (CM),Dead,Rodent,
2022,HOODOO,Woods run,3,206,1333,R1,HEIGHT GROWTH (CM),None,None,12
2022,HOODOO,Woods run,3,215,1333,R2,HEIGHT GROWTH (CM),None,None,13
2022,HOODOO,Woods run,3,226,1333,R3,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Woods run,3,235,1333,R4,HEIGHT GROWTH (CM),None,None,5
2022,HOODOO,Woods run,3,246,1333,R5,HEIGHT GROWTH (CM),None,None,13
2022,HOODOO,Woods run,3,255,1333,R6,HEIGHT GROWTH (CM),None,None,14
2022,HOODOO,Woods run,3,266,1333,R7,HEIGHT GROWTH (CM),Dead,Rodent,
2022,HOODOO,Woods run,3,275,1333,R8,HEIGHT GROWTH (CM),Dead,Rodent,
2022,HOODOO,Woods run,3,286,1333,R9,HEIGHT GROWTH (CM),None,None,6
2022,HOODOO,Woods run,3,295,1333,R10,HEIGHT GROWTH (CM),None,None,11
2022,HOODOO,Woods run,3,207,40089,R1,HEIGHT GROWTH (CM),None,None,16
2022,HOODOO,Woods run,3,214,40089,R2,HEIGHT GROWTH (CM),None,None,13
2022,HOODOO,Woods run,3,227,40089,R3,HEIGHT GROWTH (CM),None,None,11
2022,HOODOO,Woods run,3,234,40089,R4,HEIGHT GROWTH (CM),None,None,7
2022,HOODOO,Woods run,3,247,40089,R5,HEIGHT GROWTH (CM),None,None,7
2022,HOODOO,Woods run,3,254,40089,R6,HEIGHT GROWTH (CM),Dead,Rodent,
2022,HOODOO,Woods run,3,267,40089,R7,HEIGHT GROWTH (CM),Dead,Rodent,
2022,HOODOO,Woods run,3,274,40089,R8,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Woods run,3,287,40089,R9,HEIGHT GROWTH (CM),None,None,11
2022,HOODOO,Woods run,3,294,40089,R10,HEIGHT GROWTH (CM),None,None,5
2022,HOODOO,Woods run,3,209,2193-16,R1,HEIGHT GROWTH (CM),None,None,16
2022,HOODOO,Woods run,3,212,2193-16,R2,HEIGHT GROWTH (CM),None,None,17
2022,HOODOO,Woods run,3,229,2193-16,R3,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Woods run,3,232,2193-16,R4,HEIGHT GROWTH (CM),None,None,7
2022,HOODOO,Woods run,3,249,2193-16,R5,HEIGHT GROWTH (CM),None,None,12
2022,HOODOO,Woods run,3,252,2193-16,R6,HEIGHT GROWTH (CM),None,None,11
2022,HOODOO,Woods run,3,269,2193-16,R7,HEIGHT GROWTH (CM),None,None,12
2022,HOODOO,Woods run,3,272,2193-16,R8,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Woods run,3,289,2193-16,R9,HEIGHT GROWTH (CM),Dead,Rodent,
2022,HOODOO,Woods run,3,292,2193-16,R10,HEIGHT GROWTH (CM),None,None,4
2022,HOODOO,Woods run,3,210,2N39E30,R1,HEIGHT GROWTH (CM),None,None,8
2022,HOODOO,Woods run,3,211,2N39E30,R2,HEIGHT GROWTH (CM),None,None,19
2022,HOODOO,Woods run,3,230,2N39E30,R3,HEIGHT GROWTH (CM),None,None,6
2022,HOODOO,Woods run,3,231,2N39E30,R4,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Woods run,3,250,2N39E30,R5,HEIGHT GROWTH (CM),None,None,7
2022,HOODOO,Woods run,3,251,2N39E30,R6,HEIGHT GROWTH (CM),Dead,Rodent,
2022,HOODOO,Woods run,3,270,2N39E30,R7,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Woods run,3,271,2N39E30,R8,HEIGHT GROWTH (CM),None,None,7
2022,HOODOO,Woods run,3,290,2N39E30,R9,HEIGHT GROWTH (CM),Major,Rodent,0
2022,HOODOO,Woods run,3,291,2N39E30,R10,HEIGHT GROWTH (CM),Major,Rodent,0
2022,HOODOO,Woods run,3,205,34-78,R1,HEIGHT GROWTH (CM),None,None,18
2022,HOODOO,Woods run,3,216,34-78,R2,HEIGHT GROWTH (CM),None,None,18
2022,HOODOO,Woods run,3,225,34-78,R3,HEIGHT GROWTH (CM),None,None,4
2022,HOODOO,Woods run,3,236,34-78,R4,HEIGHT GROWTH (CM),Dead,Rodent,
2022,HOODOO,Woods run,3,245,34-78,R5,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Woods run,3,256,34-78,R6,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Woods run,3,265,34-78,R7,HEIGHT GROWTH (CM),None,None,8
2022,HOODOO,Woods run,3,276,34-78,R8,HEIGHT GROWTH (CM),None,None,14
2022,HOODOO,Woods run,3,285,34-78,R9,HEIGHT GROWTH (CM),None,None,18
2022,HOODOO,Woods run,3,296,34-78,R10,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Woods run,3,204,3N41E36,R1,HEIGHT GROWTH (CM),None,None,6
2022,HOODOO,Woods run,3,217,3N41E36,R2,HEIGHT GROWTH (CM),None,None,4
2022,HOODOO,Woods run,3,224,3N41E36,R3,HEIGHT GROWTH (CM),None,None,7
2022,HOODOO,Woods run,3,237,3N41E36,R4,HEIGHT GROWTH (CM),None,None,3
2022,HOODOO,Woods run,3,244,3N41E36,R5,HEIGHT GROWTH (CM),None,None,6
2022,HOODOO,Woods run,3,257,3N41E36,R6,HEIGHT GROWTH (CM),None,None,4
2022,HOODOO,Woods run,3,264,3N41E36,R7,HEIGHT GROWTH (CM),None,None,8
2022,HOODOO,Woods run,3,277,3N41E36,R8,HEIGHT GROWTH (CM),None,None,7
2022,HOODOO,Woods run,3,284,3N41E36,R9,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Woods run,3,297,3N41E36,R10,HEIGHT GROWTH (CM),None,None,6
2022,HOODOO,Woods run,3,203,97-61,R1,HEIGHT GROWTH (CM),Dead,Rodent,
2022,HOODOO,Woods run,3,218,97-61,R2,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Woods run,3,223,97-61,R3,HEIGHT GROWTH (CM),None,None,13
2022,HOODOO,Woods run,3,238,97-61,R4,HEIGHT GROWTH (CM),None,None,14
2022,HOODOO,Woods run,3,243,97-61,R5,HEIGHT GROWTH (CM),None,None,13
2022,HOODOO,Woods run,3,258,97-61,R6,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Woods run,3,263,97-61,R7,HEIGHT GROWTH (CM),None,None,13
2022,HOODOO,Woods run,3,278,97-61,R8,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Woods run,3,283,97-61,R9,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Woods run,3,298,97-61,R10,HEIGHT GROWTH (CM),None,None,7
2022,HOODOO,Woods run,3,201,97-72,R1,HEIGHT GROWTH (CM),None,None,12
2022,HOODOO,Woods run,3,220,97-72,R2,HEIGHT GROWTH (CM),Major,Rodent,0
2022,HOODOO,Woods run,3,221,97-72,R3,HEIGHT GROWTH (CM),None,None,15
2022,HOODOO,Woods run,3,240,97-72,R4,HEIGHT GROWTH (CM),None,None,8
2022,HOODOO,Woods run,3,241,97-72,R5,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Woods run,3,260,97-72,R6,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Woods run,3,261,97-72,R7,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Woods run,3,280,97-72,R8,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Woods run,3,281,97-72,R9,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Woods run,3,300,97-72,R10,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Woods run,3,202,HANGMAN,R1,HEIGHT GROWTH (CM),None,None,4
2022,HOODOO,Woods run,3,219,HANGMAN,R2,HEIGHT GROWTH (CM),None,None,8
2022,HOODOO,Woods run,3,222,HANGMAN,R3,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Woods run,3,239,HANGMAN,R4,HEIGHT GROWTH (CM),None,None,7
2022,HOODOO,Woods run,3,242,HANGMAN,R5,HEIGHT GROWTH (CM),None,None,8
2022,HOODOO,Woods run,3,259,HANGMAN,R6,HEIGHT GROWTH (CM),None,None,11
2022,HOODOO,Woods run,3,262,HANGMAN,R7,HEIGHT GROWTH (CM),None,None,12
2022,HOODOO,Woods run,3,279,HANGMAN,R8,HEIGHT GROWTH (CM),None,None,6
2022,HOODOO,Woods run,3,282,HANGMAN,R9,HEIGHT GROWTH (CM),None,None,5
2022,HOODOO,Woods run,3,299,HANGMAN,R10,HEIGHT GROWTH (CM),None,None,7
2022,HOODOO,Woods run,3,208,S028,R1,HEIGHT GROWTH (CM),None,None,11
2022,HOODOO,Woods run,3,213,S028,R2,HEIGHT GROWTH (CM),None,None,12
2022,HOODOO,Woods run,3,228,S028,R3,HEIGHT GROWTH (CM),None,None,7
2022,HOODOO,Woods run,3,233,S028,R4,HEIGHT GROWTH (CM),None,None,12
2022,HOODOO,Woods run,3,248,S028,R5,HEIGHT GROWTH (CM),None,None,4
2022,HOODOO,Woods run,3,253,S028,R6,HEIGHT GROWTH (CM),None,None,17
2022,HOODOO,Woods run,3,268,S028,R7,HEIGHT GROWTH (CM),None,None,11
2022,HOODOO,Woods run,3,273,S028,R8,HEIGHT GROWTH (CM),None,None,6
2022,HOODOO,Woods run,3,288,S028,R9,HEIGHT GROWTH (CM),None,None,7
2022,HOODOO,Woods run,3,293,S028,R10,HEIGHT GROWTH (CM),None,None,6
2022,HOODOO,Improved,4,306,1121,R1,HEIGHT GROWTH (CM),Dead,Rodent,
2022,HOODOO,Improved,4,315,1121,R2,HEIGHT GROWTH (CM),None,None,8
2022,HOODOO,Improved,4,326,1121,R3,HEIGHT GROWTH (CM),None,None,11
2022,HOODOO,Improved,4,335,1121,R4,HEIGHT GROWTH (CM),None,None,8
2022,HOODOO,Improved,4,346,1121,R5,HEIGHT GROWTH (CM),None,None,6
2022,HOODOO,Improved,4,355,1121,R6,HEIGHT GROWTH (CM),None,None,5
2022,HOODOO,Improved,4,366,1121,R7,HEIGHT GROWTH (CM),None,None,5
2022,HOODOO,Improved,4,375,1121,R8,HEIGHT GROWTH (CM),None,None,7
2022,HOODOO,Improved,4,386,1121,R9,HEIGHT GROWTH (CM),Major,Unhealthy,0
2022,HOODOO,Improved,4,395,1121,R10,HEIGHT GROWTH (CM),None,None,8
2022,HOODOO,Improved,4,304,2086,R1,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Improved,4,317,2086,R2,HEIGHT GROWTH (CM),None,None,8
2022,HOODOO,Improved,4,324,2086,R3,HEIGHT GROWTH (CM),None,None,11
2022,HOODOO,Improved,4,337,2086,R4,HEIGHT GROWTH (CM),None,None,13
2022,HOODOO,Improved,4,344,2086,R5,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Improved,4,357,2086,R6,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Improved,4,364,2086,R7,HEIGHT GROWTH (CM),None,None,13
2022,HOODOO,Improved,4,377,2086,R8,HEIGHT GROWTH (CM),None,None,5
2022,HOODOO,Improved,4,384,2086,R9,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Improved,4,397,2086,R10,HEIGHT GROWTH (CM),None,None,12
2022,HOODOO,Improved,4,308,2158,R1,HEIGHT GROWTH (CM),Dead,Rodent,
2022,HOODOO,Improved,4,313,2158,R2,HEIGHT GROWTH (CM),Dead,Rodent,
2022,HOODOO,Improved,4,328,2158,R3,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Improved,4,333,2158,R4,HEIGHT GROWTH (CM),Dead,Rodent,
2022,HOODOO,Improved,4,348,2158,R5,HEIGHT GROWTH (CM),None,None,3
2022,HOODOO,Improved,4,353,2158,R6,HEIGHT GROWTH (CM),None,None,0
2022,HOODOO,Improved,4,368,2158,R7,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Improved,4,373,2158,R8,HEIGHT GROWTH (CM),None,None,2
2022,HOODOO,Improved,4,388,2158,R9,HEIGHT GROWTH (CM),None,None,6
2022,HOODOO,Improved,4,393,2158,R10,HEIGHT GROWTH (CM),None,None,4
2022,HOODOO,Improved,4,307,2223,R1,HEIGHT GROWTH (CM),None,None,4
2022,HOODOO,Improved,4,314,2223,R2,HEIGHT GROWTH (CM),None,None,6
2022,HOODOO,Improved,4,327,2223,R3,HEIGHT GROWTH (CM),Dead,Rodent,
2022,HOODOO,Improved,4,334,2223,R4,HEIGHT GROWTH (CM),None,None,3
2022,HOODOO,Improved,4,347,2223,R5,HEIGHT GROWTH (CM),None,None,11
2022,HOODOO,Improved,4,354,2223,R6,HEIGHT GROWTH (CM),None,None,11
2022,HOODOO,Improved,4,367,2223,R7,HEIGHT GROWTH (CM),None,None,1
2022,HOODOO,Improved,4,374,2223,R8,HEIGHT GROWTH (CM),None,None,12
2022,HOODOO,Improved,4,387,2223,R9,HEIGHT GROWTH (CM),None,None,4
2022,HOODOO,Improved,4,394,2223,R10,HEIGHT GROWTH (CM),None,None,11
2022,HOODOO,Improved,4,305,4070,R1,HEIGHT GROWTH (CM),None,None,13
2022,HOODOO,Improved,4,316,4070,R2,HEIGHT GROWTH (CM),None,None,19
2022,HOODOO,Improved,4,325,4070,R3,HEIGHT GROWTH (CM),None,None,8
2022,HOODOO,Improved,4,336,4070,R4,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Improved,4,345,4070,R5,HEIGHT GROWTH (CM),None,None,7
2022,HOODOO,Improved,4,356,4070,R6,HEIGHT GROWTH (CM),None,None,11
2022,HOODOO,Improved,4,365,4070,R7,HEIGHT GROWTH (CM),None,None,6
2022,HOODOO,Improved,4,376,4070,R8,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Improved,4,385,4070,R9,HEIGHT GROWTH (CM),None,None,5
2022,HOODOO,Improved,4,396,4070,R10,HEIGHT GROWTH (CM),None,None,16
2022,HOODOO,Improved,4,310,4078,R1,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Improved,4,311,4078,R2,HEIGHT GROWTH (CM),None,None,7
2022,HOODOO,Improved,4,330,4078,R3,HEIGHT GROWTH (CM),None,None,13
2022,HOODOO,Improved,4,331,4078,R4,HEIGHT GROWTH (CM),None,None,8
2022,HOODOO,Improved,4,350,4078,R5,HEIGHT GROWTH (CM),None,None,6
2022,HOODOO,Improved,4,351,4078,R6,HEIGHT GROWTH (CM),None,None,6
2022,HOODOO,Improved,4,370,4078,R7,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Improved,4,371,4078,R8,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Improved,4,390,4078,R9,HEIGHT GROWTH (CM),None,None,3
2022,HOODOO,Improved,4,391,4078,R10,HEIGHT GROWTH (CM),None,None,2
2022,HOODOO,Improved,4,303,5118,R1,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Improved,4,318,5118,R2,HEIGHT GROWTH (CM),None,None,7
2022,HOODOO,Improved,4,323,5118,R3,HEIGHT GROWTH (CM),None,None,7
2022,HOODOO,Improved,4,338,5118,R4,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Improved,4,343,5118,R5,HEIGHT GROWTH (CM),Major,Unhealthy,0
2022,HOODOO,Improved,4,358,5118,R6,HEIGHT GROWTH (CM),None,None,12
2022,HOODOO,Improved,4,363,5118,R7,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Improved,4,378,5118,R8,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Improved,4,383,5118,R9,HEIGHT GROWTH (CM),None,None,6
2022,HOODOO,Improved,4,398,5118,R10,HEIGHT GROWTH (CM),None,None,15
2022,HOODOO,Improved,4,301,5175,R1,HEIGHT GROWTH (CM),None,None,11
2022,HOODOO,Improved,4,320,5175,R2,HEIGHT GROWTH (CM),None,None,2
2022,HOODOO,Improved,4,321,5175,R3,HEIGHT GROWTH (CM),None,None,11
2022,HOODOO,Improved,4,340,5175,R4,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Improved,4,341,5175,R5,HEIGHT GROWTH (CM),None,None,12
2022,HOODOO,Improved,4,360,5175,R6,HEIGHT GROWTH (CM),None,None,7
2022,HOODOO,Improved,4,361,5175,R7,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Improved,4,380,5175,R8,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Improved,4,381,5175,R9,HEIGHT GROWTH (CM),None,None,14
2022,HOODOO,Improved,4,400,5175,R10,HEIGHT GROWTH (CM),None,None,12
2022,HOODOO,Improved,4,309,5193,R1,HEIGHT GROWTH (CM),None,None,8
2022,HOODOO,Improved,4,312,5193,R2,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Improved,4,329,5193,R3,HEIGHT GROWTH (CM),Dead,Rodent,
2022,HOODOO,Improved,4,332,5193,R4,HEIGHT GROWTH (CM),None,None,14
2022,HOODOO,Improved,4,349,5193,R5,HEIGHT GROWTH (CM),None,None,12
2022,HOODOO,Improved,4,352,5193,R6,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Improved,4,369,5193,R7,HEIGHT GROWTH (CM),None,None,6
2022,HOODOO,Improved,4,372,5193,R8,HEIGHT GROWTH (CM),None,None,7
2022,HOODOO,Improved,4,389,5193,R9,HEIGHT GROWTH (CM),None,None,13
2022,HOODOO,Improved,4,392,5193,R10,HEIGHT GROWTH (CM),None,None,12
2022,HOODOO,Improved,4,302,5195,R1,HEIGHT GROWTH (CM),None,None,13
2022,HOODOO,Improved,4,319,5195,R2,HEIGHT GROWTH (CM),None,None,6
2022,HOODOO,Improved,4,322,5195,R3,HEIGHT GROWTH (CM),None,None,4
2022,HOODOO,Improved,4,339,5195,R4,HEIGHT GROWTH (CM),None,None,11
2022,HOODOO,Improved,4,342,5195,R5,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Improved,4,359,5195,R6,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Improved,4,362,5195,R7,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Improved,4,379,5195,R8,HEIGHT GROWTH (CM),None,None,6
2022,HOODOO,Improved,4,382,5195,R9,HEIGHT GROWTH (CM),None,None,14
2022,HOODOO,Improved,4,399,5195,R10,HEIGHT GROWTH (CM),None,None,5
2022,HOODOO,Improved,5,407,1121,R1,HEIGHT GROWTH (CM),None,None,12
2022,HOODOO,Improved,5,414,1121,R2,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Improved,5,427,1121,R3,HEIGHT GROWTH (CM),None,None,11
2022,HOODOO,Improved,5,434,1121,R4,HEIGHT GROWTH (CM),None,None,14
2022,HOODOO,Improved,5,447,1121,R5,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Improved,5,454,1121,R6,HEIGHT GROWTH (CM),None,None,5
2022,HOODOO,Improved,5,467,1121,R7,HEIGHT GROWTH (CM),None,None,19
2022,HOODOO,Improved,5,474,1121,R8,HEIGHT GROWTH (CM),None,None,5
2022,HOODOO,Improved,5,487,1121,R9,HEIGHT GROWTH (CM),None,None,17
2022,HOODOO,Improved,5,494,1121,R10,HEIGHT GROWTH (CM),None,None,12
2022,HOODOO,Improved,5,409,2086,R1,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Improved,5,412,2086,R2,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Improved,5,429,2086,R3,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Improved,5,432,2086,R4,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Improved,5,449,2086,R5,HEIGHT GROWTH (CM),None,None,6
2022,HOODOO,Improved,5,452,2086,R6,HEIGHT GROWTH (CM),None,None,12
2022,HOODOO,Improved,5,469,2086,R7,HEIGHT GROWTH (CM),None,None,6
2022,HOODOO,Improved,5,472,2086,R8,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Improved,5,489,2086,R9,HEIGHT GROWTH (CM),None,None,5
2022,HOODOO,Improved,5,492,2086,R10,HEIGHT GROWTH (CM),None,None,16
2022,HOODOO,Improved,5,403,2158,R1,HEIGHT GROWTH (CM),None,None,5
2022,HOODOO,Improved,5,418,2158,R2,HEIGHT GROWTH (CM),None,None,7
2022,HOODOO,Improved,5,423,2158,R3,HEIGHT GROWTH (CM),None,None,7
2022,HOODOO,Improved,5,438,2158,R4,HEIGHT GROWTH (CM),None,None,8
2022,HOODOO,Improved,5,443,2158,R5,HEIGHT GROWTH (CM),Dead,Rodent,
2022,HOODOO,Improved,5,458,2158,R6,HEIGHT GROWTH (CM),None,None,2
2022,HOODOO,Improved,5,463,2158,R7,HEIGHT GROWTH (CM),None,None,8
2022,HOODOO,Improved,5,478,2158,R8,HEIGHT GROWTH (CM),None,None,9
2022,HOODOO,Improved,5,483,2158,R9,HEIGHT GROWTH (CM),None,None,11
2022,HOODOO,Improved,5,498,2158,R10,HEIGHT GROWTH (CM),None,None,7
2022,HOODOO,Improved,5,408,2223,R1,HEIGHT GROWTH (CM),None,None,12
2022,HOODOO,Improved,5,413,2223,R2,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Improved,5,428,2223,R3,HEIGHT GROWTH (CM),None,None,5
2022,HOODOO,Improved,5,433,2223,R4,HEIGHT GROWTH (CM),None,None,8
2022,HOODOO,Improved,5,448,2223,R5,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Improved,5,453,2223,R6,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Improved,5,468,2223,R7,HEIGHT GROWTH (CM),None,None,16
2022,HOODOO,Improved,5,473,2223,R8,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Improved,5,488,2223,R9,HEIGHT GROWTH (CM),None,None,10
2022,HOODOO,Improved,5,493,2223,R10,HEIGHT GROWTH (CM),None,None,15
